anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore,target
2025,1,IT,quantile,0.01,-1,2.3441,ILI+_FLU_A
2025,1,IT,quantile,0.01,0,2.9256,ILI+_FLU_A
2025,1,IT,quantile,0.01,1,3.5131,ILI+_FLU_A
2025,1,IT,quantile,0.01,2,3.8832,ILI+_FLU_A
2025,1,IT,quantile,0.01,3,4.0018,ILI+_FLU_A
2025,1,IT,quantile,0.01,4,3.8805,ILI+_FLU_A
2025,1,IT,quantile,0.025,-1,2.413,ILI+_FLU_A
2025,1,IT,quantile,0.025,0,3.0387,ILI+_FLU_A
2025,1,IT,quantile,0.025,1,3.6377,ILI+_FLU_A
2025,1,IT,quantile,0.025,2,4.1394,ILI+_FLU_A
2025,1,IT,quantile,0.025,3,4.3176,ILI+_FLU_A
2025,1,IT,quantile,0.025,4,4.1439,ILI+_FLU_A
2025,1,IT,quantile,0.05,-1,2.447,ILI+_FLU_A
2025,1,IT,quantile,0.05,0,3.1047,ILI+_FLU_A
2025,1,IT,quantile,0.05,1,3.7624,ILI+_FLU_A
2025,1,IT,quantile,0.05,2,4.2527,ILI+_FLU_A
2025,1,IT,quantile,0.05,3,4.4598,ILI+_FLU_A
2025,1,IT,quantile,0.05,4,4.2791,ILI+_FLU_A
2025,1,IT,quantile,0.1,-1,2.4813,ILI+_FLU_A
2025,1,IT,quantile,0.1,0,3.192,ILI+_FLU_A
2025,1,IT,quantile,0.1,1,3.8987,ILI+_FLU_A
2025,1,IT,quantile,0.1,2,4.4331,ILI+_FLU_A
2025,1,IT,quantile,0.1,3,4.661,ILI+_FLU_A
2025,1,IT,quantile,0.1,4,4.493,ILI+_FLU_A
2025,1,IT,quantile,0.15,-1,2.5053,ILI+_FLU_A
2025,1,IT,quantile,0.15,0,3.2372,ILI+_FLU_A
2025,1,IT,quantile,0.15,1,3.9817,ILI+_FLU_A
2025,1,IT,quantile,0.15,2,4.5607,ILI+_FLU_A
2025,1,IT,quantile,0.15,3,4.8009,ILI+_FLU_A
2025,1,IT,quantile,0.15,4,4.6861,ILI+_FLU_A
2025,1,IT,quantile,0.2,-1,2.5222,ILI+_FLU_A
2025,1,IT,quantile,0.2,0,3.2719,ILI+_FLU_A
2025,1,IT,quantile,0.2,1,4.0366,ILI+_FLU_A
