anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore,target
2025,5,IT,quantile,0.01,-1,6.1161,ILI+_FLU_A
2025,5,IT,quantile,0.01,0,6.7885,ILI+_FLU_A
2025,5,IT,quantile,0.01,1,5.91,ILI+_FLU_A
2025,5,IT,quantile,0.01,2,4.618,ILI+_FLU_A
2025,5,IT,quantile,0.01,3,3.4168,ILI+_FLU_A
2025,5,IT,quantile,0.01,4,2.4671,ILI+_FLU_A
2025,5,IT,quantile,0.025,-1,6.1807,ILI+_FLU_A
2025,5,IT,quantile,0.025,0,6.821,ILI+_FLU_A
2025,5,IT,quantile,0.025,1,6.1573,ILI+_FLU_A
2025,5,IT,quantile,0.025,2,5.0513,ILI+_FLU_A
2025,5,IT,quantile,0.025,3,3.8952,ILI+_FLU_A
2025,5,IT,quantile,0.025,4,2.8745,ILI+_FLU_A
2025,5,IT,quantile,0.05,-1,6.2578,ILI+_FLU_A
2025,5,IT,quantile,0.05,0,6.8365,ILI+_FLU_A
2025,5,IT,quantile,0.05,1,6.3157,ILI+_FLU_A
2025,5,IT,quantile,0.05,2,5.2445,ILI+_FLU_A
2025,5,IT,quantile,0.05,3,4.1286,ILI+_FLU_A
2025,5,IT,quantile,0.05,4,3.1049,ILI+_FLU_A
2025,5,IT,quantile,0.1,-1,6.353,ILI+_FLU_A
2025,5,IT,quantile,0.1,0,6.8502,ILI+_FLU_A
2025,5,IT,quantile,0.1,1,6.4632,ILI+_FLU_A
2025,5,IT,quantile,0.1,2,5.5353,ILI+_FLU_A
2025,5,IT,quantile,0.1,3,4.4389,ILI+_FLU_A
2025,5,IT,quantile,0.1,4,3.4261,ILI+_FLU_A
2025,5,IT,quantile,0.15,-1,6.4243,ILI+_FLU_A
2025,5,IT,quantile,0.15,0,6.8693,ILI+_FLU_A
2025,5,IT,quantile,0.15,1,6.5586,ILI+_FLU_A
2025,5,IT,quantile,0.15,2,5.7423,ILI+_FLU_A
2025,5,IT,quantile,0.15,3,4.7399,ILI+_FLU_A
2025,5,IT,quantile,0.15,4,3.7249,ILI+_FLU_A
2025,5,IT,quantile,0.2,-1,6.5011,ILI+_FLU_A
2025,5,IT,quantile,0.2,0,6.8852,ILI+_FLU_A
2025,5,IT,quantile,0.2,1,6.6378,ILI+_FLU_A
2025,5,IT,quantile,0.2,2,5.8821,ILI+_FLU_A
2025,5,IT,quantile,0.2,3,4.8896,ILI+_FLU_A
2025,5,IT,quantile,0.2,4,3.8849,ILI+_FLU_A
2025,5,IT,quantile,0.25,-1,6.5497,ILI+_FLU_A
2025,5,IT,quantile,0.25,0,6.9157,ILI+_FLU_A
2025,5,IT,quantile,0.25,1,6.7012,ILI+_FLU_A
2025,5,IT,quantile,0.25,2,6.0002,ILI+_FLU_A
2025,5,IT,quantile,0.25,3,5.0445,ILI+_FLU_A
2025,5,IT,quantile,0.25,4,4.0432,ILI+_FLU_A
2025,5,IT,quantile,0.3,-1,6.5852,ILI+_FLU_A
2025,5,IT,quantile,0.3,0,6.9442,ILI+_FLU_A
2025,5,IT,quantile,0.3,1,6.7799,ILI+_FLU_A
2025,5,IT,quantile,0.3,2,6.1201,ILI+_FLU_A
2025,5,IT,quantile,0.3,3,5.2037,ILI+_FLU_A
2025,5,IT,quantile,0.3,4,4.2127,ILI+_FLU_A
2025,5,IT,quantile,0.35,-1,6.6225,ILI+_FLU_A
2025,5,IT,quantile,0.35,0,6.9798,ILI+_FLU_A
2025,5,IT,quantile,0.35,1,6.8448,ILI+_FLU_A
2025,5,IT,quantile,0.35,2,6.2336,ILI+_FLU_A
2025,5,IT,quantile,0.35,3,5.3416,ILI+_FLU_A
2025,5,IT,quantile,0.35,4,4.3843,ILI+_FLU_A
2025,5,IT,quantile,0.4,-1,6.6567,ILI+_FLU_A
2025,5,IT,quantile,0.4,0,7.0083,ILI+_FLU_A
2025,5,IT,quantile,0.4,1,6.9195,ILI+_FLU_A
2025,5,IT,quantile,0.4,2,6.3723,ILI+_FLU_A
2025,5,IT,quantile,0.4,3,5.506,ILI+_FLU_A
