anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore,target
2025,16,IT,quantile,0.01,-1,0.3548,ILI+_FLU_B
2025,16,IT,quantile,0.01,0,0.2687,ILI+_FLU_B
2025,16,IT,quantile,0.01,1,0.2087,ILI+_FLU_B
2025,16,IT,quantile,0.01,2,0.1601,ILI+_FLU_B
2025,16,IT,quantile,0.01,3,0.1245,ILI+_FLU_B
2025,16,IT,quantile,0.01,4,0.0966,ILI+_FLU_B
2025,16,IT,quantile,0.025,-1,0.3676,ILI+_FLU_B
2025,16,IT,quantile,0.025,0,0.2816,ILI+_FLU_B
2025,16,IT,quantile,0.025,1,0.2146,ILI+_FLU_B
2025,16,IT,quantile,0.025,2,0.1661,ILI+_FLU_B
2025,16,IT,quantile,0.025,3,0.1292,ILI+_FLU_B
2025,16,IT,quantile,0.025,4,0.1014,ILI+_FLU_B
2025,16,IT,quantile,0.05,-1,0.3724,ILI+_FLU_B
2025,16,IT,quantile,0.05,0,0.2875,ILI+_FLU_B
2025,16,IT,quantile,0.05,1,0.2221,ILI+_FLU_B
2025,16,IT,quantile,0.05,2,0.1726,ILI+_FLU_B
2025,16,IT,quantile,0.05,3,0.1354,ILI+_FLU_B
2025,16,IT,quantile,0.05,4,0.1067,ILI+_FLU_B
2025,16,IT,quantile,0.1,-1,0.3727,ILI+_FLU_B
2025,16,IT,quantile,0.1,0,0.2988,ILI+_FLU_B
2025,16,IT,quantile,0.1,1,0.2331,ILI+_FLU_B
2025,16,IT,quantile,0.1,2,0.1833,ILI+_FLU_B
2025,16,IT,quantile,0.1,3,0.1455,ILI+_FLU_B
2025,16,IT,quantile,0.1,4,0.1163,ILI+_FLU_B
2025,16,IT,quantile,0.15,-1,0.3727,ILI+_FLU_B
2025,16,IT,quantile,0.15,0,0.3074,ILI+_FLU_B
2025,16,IT,quantile,0.15,1,0.242,ILI+_FLU_B
2025,16,IT,quantile,0.15,2,0.1918,ILI+_FLU_B
2025,16,IT,quantile,0.15,3,0.1534,ILI+_FLU_B
2025,16,IT,quantile,0.15,4,0.1234,ILI+_FLU_B
2025,16,IT,quantile,0.2,-1,0.3728,ILI+_FLU_B
2025,16,IT,quantile,0.2,0,0.3176,ILI+_FLU_B
2025,16,IT,quantile,0.2,1,0.2519,ILI+_FLU_B
2025,16,IT,quantile,0.2,2,0.2018,ILI+_FLU_B
2025,16,IT,quantile,0.2,3,0.1619,ILI+_FLU_B
2025,16,IT,quantile,0.2,4,0.1304,ILI+_FLU_B
2025,16,IT,quantile,0.25,-1,0.3729,ILI+_FLU_B
2025,16,IT,quantile,0.25,0,0.3254,ILI+_FLU_B
