anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore,target
2025,3,IT,quantile,0.975,-1,1.3878,ILI+_FLU_B
2025,3,IT,quantile,0.975,0,1.7886,ILI+_FLU_B
2025,3,IT,quantile,0.975,1,2.2582,ILI+_FLU_B
2025,3,IT,quantile,0.975,2,2.7596,ILI+_FLU_B
2025,3,IT,quantile,0.975,3,3.2636,ILI+_FLU_B
2025,3,IT,quantile,0.975,4,3.7683,ILI+_FLU_B
2025,3,IT,quantile,0.99,-1,1.3895,ILI+_FLU_B
2025,3,IT,quantile,0.99,0,1.7946,ILI+_FLU_B
2025,3,IT,quantile,0.99,1,2.2927,ILI+_FLU_B
2025,3,IT,quantile,0.99,2,2.8777,ILI+_FLU_B
2025,3,IT,quantile,0.99,3,3.4613,ILI+_FLU_B
2025,3,IT,quantile,0.99,4,4.0624,ILI+_FLU_B
